sentence,semantics_grammar,semantics,grammar,no,unknown,most_popular,percent
Эксперты нашли следах пота,,,1.0,,,grammar,1.0
Эксперты обнаружили огнестрельные ранения,,,,1.0,,no,1.0
Эксперты обнаружили огнестрельные получением,1.0,,,,,semantics_grammar,1.0
Эксперты обнаружили огнестрельные ранениями,,,1.0,,,grammar,1.0
Эксперты обнаружили огнестрельные ранениями,,,1.0,,,grammar,1.0
Эксперты обнаружили огнестрельные получения,,0.8333333333333334,0.1666666666666666,,,semantics,0.8333333333333334
Эксперты обнаружили огнестрельные получении,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Эксперты сделали Парижа,1.0,,,,,semantics_grammar,1.0
Эксперты сделали вывод,,,0.1428571428571428,0.8571428571428571,,no,0.8571428571428571
Эксперты сделали вывода,,,1.0,,,grammar,1.0
Эксперты сделали знака,1.0,,,,,semantics_grammar,1.0
Эксперты сделали знак,,0.7142857142857143,,0.2857142857142857,,semantics,0.7142857142857143
Эксперты сделали Парижем,0.5,0.5,,,,semantics_grammar,0.5
Эксперты сделали Париже,1.0,,,,,semantics_grammar,1.0
Эксперты сделали Париж,,1.0,,,,semantics,1.0
Эксперты сделали Парижа,1.0,,,,,semantics_grammar,1.0
